Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1713964997.146782,982976,0,1
2,Payment,1713964998.129770,166504,0,1
1,NewOrder,1713964998.296287,720398,0,1
1,NewOrder,1713964999.016697,738120,0,1
2,Payment,1713964999.754830,294259,0,1
2,Payment,1713965000.049101,173368,0,1
3,OrderStatus,1713965000.222482,76326,0,1
1,NewOrder,1713965000.298821,526184,0,1
1,NewOrder,1713965000.825017,687287,0,1
5,StockLevel,1713965001.512317,167501,0,1
2,Payment,1713965001.679830,310481,0,1
1,NewOrder,1713965001.990324,705862,0,1
2,Payment,1713965002.696199,165343,0,1
1,NewOrder,1713965002.861555,858874,0,1
2,Payment,1713965003.720441,166762,0,1
1,NewOrder,1713965003.887215,912477,0,1
1,NewOrder,1713965004.799705,840928,0,1
2,Payment,1713965005.640646,164355,0,1
1,NewOrder,1713965005.805013,578612,0,1
2,Payment,1713965006.383638,166033,0,1
2,Payment,1713965006.549683,165690,0,1
2,Payment,1713965006.715387,181986,0,1
2,Payment,1713965006.897386,169660,0,1
1,NewOrder,1713965007.067059,890723,0,1
1,NewOrder,1713965007.957794,156972,0,1
2,Payment,1713965008.114778,192740,0,1
2,Payment,1713965008.307531,209598,0,1
2,Payment,1713965008.517142,181981,0,1
1,NewOrder,1713965008.699136,1008167,0,1
1,NewOrder,1713965009.707315,930030,0,1
1,NewOrder,1713965010.637358,766629,0,1
2,Payment,1713965011.403999,185226,0,1
1,NewOrder,1713965011.589238,695389,0,1
1,NewOrder,1713965012.284639,886361,0,1
1,NewOrder,1713965013.171012,761277,0,1
1,NewOrder,1713965013.932302,542035,0,1
2,Payment,1713965014.474349,208063,0,1
1,NewOrder,1713965014.682425,883010,0,1
2,Payment,1713965015.565447,176663,0,1
1,NewOrder,1713965015.742122,660674,0,1
2,Payment,1713965016.402808,181639,0,1
2,Payment,1713965016.584460,180784,0,1
1,NewOrder,1713965016.765256,829413,0,1
2,Payment,1713965017.594682,193428,0,1
2,Payment,1713965017.788123,170552,0,1
3,OrderStatus,1713965017.958688,78653,0,1
1,NewOrder,1713965018.037353,1007595,0,1
2,Payment,1713965019.044960,170326,0,1
2,Payment,1713965019.215299,166014,0,1
1,NewOrder,1713965019.381325,557821,0,1
2,Payment,1713965019.939158,187089,0,1
2,Payment,1713965020.126260,209189,0,1
1,NewOrder,1713965020.335461,1033014,0,1
2,Payment,1713965021.368488,181903,0,1
2,Payment,1713965021.550403,179331,0,1
1,NewOrder,1713965021.729747,610150,0,1
2,Payment,1713965022.339909,164553,0,1
2,Payment,1713965022.504475,180723,0,1
2,Payment,1713965022.685210,166459,0,1
2,Payment,1713965022.851682,173401,0,1
2,Payment,1713965023.025095,179200,0,1
1,NewOrder,1713965023.204308,766792,0,1
2,Payment,1713965023.971112,173053,0,1
2,Payment,1713965024.144179,166151,0,1
1,NewOrder,1713965024.310343,524346,0,1
2,Payment,1713965024.834701,169153,0,1
1,NewOrder,1713965025.003867,527141,0,1
2,Payment,1713965025.531020,170519,0,1
2,Payment,1713965025.701552,168781,0,1
2,Payment,1713965025.870346,200388,0,1
2,Payment,1713965026.070746,182011,0,1
1,NewOrder,1713965026.252769,963891,0,1
4,Delivery,1713965027.216673,1390690,0,1
1,NewOrder,1713965028.607375,807327,0,1
2,Payment,1713965029.414714,183698,0,1
1,NewOrder,1713965029.598424,679895,0,1
2,Payment,1713965030.278332,165532,0,1
1,NewOrder,1713965030.443876,694488,0,1
4,Delivery,1713965031.138376,1400443,0,1
3,OrderStatus,1713965032.538832,89579,0,1
1,NewOrder,1713965032.628424,470386,0,1
4,Delivery,1713965033.098823,1427325,0,1
3,OrderStatus,1713965034.526161,92722,0,1
2,Payment,1713965034.618896,176134,0,1
1,NewOrder,1713965034.795043,975342,0,1
1,NewOrder,1713965035.770397,1055271,0,1
2,Payment,1713965036.825681,170666,0,1
2,Payment,1713965036.996359,182735,0,1
4,Delivery,1713965037.179107,1431292,0,1
1,NewOrder,1713965038.610411,490357,0,1
1,NewOrder,1713965039.100781,965723,0,1
1,NewOrder,1713965040.066515,904557,0,1
4,Delivery,1713965040.971085,1519895,0,1
1,NewOrder,1713965042.490992,705552,0,1
2,Payment,1713965043.196557,187026,0,1
2,Payment,1713965043.383595,172839,0,1
1,NewOrder,1713965043.556447,541694,0,1
2,Payment,1713965044.098153,180569,0,1
2,Payment,1713965044.278734,173519,0,1
1,NewOrder,1713965044.452266,1031353,0,1
1,NewOrder,1713965045.483631,843279,0,1
1,NewOrder,1713965046.326922,493995,0,1
2,Payment,1713965046.820930,177218,0,1
2,Payment,1713965046.998160,181004,0,1
2,Payment,1713965047.179177,221801,0,1
2,Payment,1713965047.400990,216828,0,1
2,Payment,1713965047.617831,185892,0,1
1,NewOrder,1713965047.803735,929543,0,1
1,NewOrder,1713965048.733291,847327,0,1
2,Payment,1713965049.580630,234379,0,1
4,Delivery,1713965049.815021,1486358,0,1
1,NewOrder,1713965051.301391,567688,0,1
1,NewOrder,1713965051.869092,748148,0,1
1,NewOrder,1713965052.617252,1055683,0,1
1,NewOrder,1713965053.672948,509826,0,1
1,NewOrder,1713965054.182787,808779,0,1
2,Payment,1713965054.991580,163854,0,1
2,Payment,1713965055.155446,164859,0,1
2,Payment,1713965055.320318,164798,0,1
2,Payment,1713965055.485128,163851,0,1
2,Payment,1713965055.648992,166656,0,1
1,NewOrder,1713965055.815660,794272,0,1
3,OrderStatus,1713965056.609945,75257,0,1
2,Payment,1713965056.685215,164224,0,1
1,NewOrder,1713965056.849451,998884,0,1
3,OrderStatus,1713965057.848347,74600,0,1
1,NewOrder,1713965057.922960,782793,0,1
2,Payment,1713965058.705766,164501,0,1
1,NewOrder,1713965058.870279,796024,0,1
2,Payment,1713965059.666316,208464,0,1
1,NewOrder,1713965059.874792,854847,0,1
2,Payment,1713965060.729652,165693,0,1
2,Payment,1713965060.895357,175994,0,1
1,NewOrder,1713965061.071364,894576,0,1
1,NewOrder,1713965061.965952,1024285,0,1
2,Payment,1713965062.990249,167073,0,1
2,Payment,1713965063.157335,166134,0,1
1,NewOrder,1713965063.323482,694496,0,1
3,OrderStatus,1713965064.017990,76114,0,1
4,Delivery,1713965064.094116,1386096,0,1
1,NewOrder,1713965065.480225,1014079,0,1
2,Payment,1713965066.494317,176531,0,1
